Identification code,Last name,First name,Age,sex,class,First name G1,First name G2,First name G3,Last name G1,Last name G2,Last name G3,Address : City G1,Address : City G2,"Address : Street, number, residence, building G1","Address : Street, number, residence, building G2",Address : Zip code G1,Address : Zip code G2,Email G1,Email G2,Home phone number G1,Home phone number G2,Home phone number G3,Mobile phone number G1,Mobile phone number G2,Mobile phone number G3,s2h_time,h2s_time
14533,Kid_lastname_281,Kid_name_281,8,M,P-3,firstname_dad_281,firstname_mom_281,firstname_sitter_281,lastname_dad_281,lastname_mom_281,lastname_sitter_281,Bangkok,Bangkok,"Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak","Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak",10500,10500,dad_email_281,mom_email_281,+66,+66,,+66 81 999 9999_dad281,+66 081 888 8888_mom281,+66 081 777 7777_sitter281,,
2799S6328,Kid_lastname_282,Kid_name_282,8,F,P-3,firstname_dad_282,firstname_mom_282,firstname_sitter_282,lastname_dad_282,lastname_mom_282,lastname_sitter_282,Bangkok,Bangkok,"Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak","Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak",10500,10500,dad_email_282,mom_email_282,+66,+66,,+66 81 999 9999_dad282,+66 081 888 8888_mom282,+66 081 777 7777_sitter282,,
13597,Kid_lastname_283,Kid_name_283,8,M,P-3,firstname_dad_283,firstname_mom_283,firstname_sitter_283,lastname_dad_283,lastname_mom_283,lastname_sitter_283,Bangkok,Bangkok,"Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak","Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak",10500,10500,dad_email_283,mom_email_283,+66,+66,,+66 81 999 9999_dad283,+66 081 888 8888_mom283,+66 081 777 7777_sitter283,,
805S3040,Kid_lastname_284,Kid_name_284,8,F,P-3,firstname_dad_284,firstname_mom_284,firstname_sitter_284,lastname_dad_284,lastname_mom_284,lastname_sitter_284,Bangkok,Bangkok,"Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak","Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak",10500,10500,dad_email_284,mom_email_284,+66,+66,,+66 81 999 9999_dad284,+66 081 888 8888_mom284,+66 081 777 7777_sitter284,,
2296S5221,Kid_lastname_285,Kid_name_285,8,F,P-3,firstname_dad_285,firstname_mom_285,firstname_sitter_285,lastname_dad_285,lastname_mom_285,lastname_sitter_285,Bangkok,Bangkok,"Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak","Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak",10500,10500,dad_email_285,mom_email_285,+66,+66,,+66 81 999 9999_dad285,+66 081 888 8888_mom285,+66 081 777 7777_sitter285,,
FJ009STU01,Kid_lastname_286,Kid_name_286,8,F,P-3,firstname_dad_286,firstname_mom_286,firstname_sitter_286,lastname_dad_286,lastname_mom_286,lastname_sitter_286,Bangkok,Bangkok,"Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak","Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak",10500,10500,dad_email_286,mom_email_286,+66,+66,,+66 81 999 9999_dad286,+66 081 888 8888_mom286,+66 081 777 7777_sitter286,,
14277,Kid_lastname_287,Kid_name_287,8,M,P-3,firstname_dad_287,firstname_mom_287,firstname_sitter_287,lastname_dad_287,lastname_mom_287,lastname_sitter_287,Bangkok,Bangkok,"Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak","Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak",10500,10500,dad_email_287,mom_email_287,+66,+66,,+66 81 999 9999_dad287,+66 081 888 8888_mom287,+66 081 777 7777_sitter287,,
14659,Kid_lastname_288,Kid_name_288,8,F,P-3,firstname_dad_288,firstname_mom_288,firstname_sitter_288,lastname_dad_288,lastname_mom_288,lastname_sitter_288,Bangkok,Bangkok,"Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak","Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak",10500,10500,dad_email_288,mom_email_288,+66,+66,,+66 81 999 9999_dad288,+66 081 888 8888_mom288,+66 081 777 7777_sitter288,,
14279,Kid_lastname_289,Kid_name_289,8,M,P-3,firstname_dad_289,firstname_mom_289,firstname_sitter_289,lastname_dad_289,lastname_mom_289,lastname_sitter_289,Bangkok,Bangkok,"Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak","Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak",10500,10500,dad_email_289,mom_email_289,+66,+66,,+66 81 999 9999_dad289,+66 081 888 8888_mom289,+66 081 777 7777_sitter289,,
2316S5427,Kid_lastname_29,Kid_name_29,4,F,K-2,firstname_dad_29,firstname_mom_29,firstname_sitter_29,lastname_dad_29,lastname_mom_29,lastname_sitter_29,Bangkok,Bangkok,"Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak","Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak",10500,10500,dad_email_29,mom_email_29,+66,+66,,+66 81 999 9999_dad29,+66 081 888 8888_mom29,+66 081 777 7777_sitter29,,
2340S5412,Kid_lastname_290,Kid_name_290,8,F,P-3,firstname_dad_290,firstname_mom_290,firstname_sitter_290,lastname_dad_290,lastname_mom_290,lastname_sitter_290,Bangkok,Bangkok,"Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak","Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak",10500,10500,dad_email_290,mom_email_290,+66,+66,,+66 81 999 9999_dad290,+66 081 888 8888_mom290,+66 081 777 7777_sitter290,,
14687,Kid_lastname_291,Kid_name_291,8,F,P-3,firstname_dad_291,firstname_mom_291,firstname_sitter_291,lastname_dad_291,lastname_mom_291,lastname_sitter_291,Bangkok,Bangkok,"Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak","Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak",10500,10500,dad_email_291,mom_email_291,+66,+66,,+66 81 999 9999_dad291,+66 081 888 8888_mom291,+66 081 777 7777_sitter291,,
14688,Kid_lastname_292,Kid_name_292,8,F,P-3,firstname_dad_292,firstname_mom_292,firstname_sitter_292,lastname_dad_292,lastname_mom_292,lastname_sitter_292,Bangkok,Bangkok,"Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak","Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak",10500,10500,dad_email_292,mom_email_292,+66,+66,,+66 81 999 9999_dad292,+66 081 888 8888_mom292,+66 081 777 7777_sitter292,,
13935,Kid_lastname_293,Kid_name_293,8,M,P-3,firstname_dad_293,firstname_mom_293,firstname_sitter_293,lastname_dad_293,lastname_mom_293,lastname_sitter_293,Bangkok,Bangkok,"Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak","Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak",10500,10500,dad_email_293,mom_email_293,+66,+66,,+66 81 999 9999_dad293,+66 081 888 8888_mom293,+66 081 777 7777_sitter293,,
13701,Kid_lastname_294,Kid_name_294,8,M,P-3,firstname_dad_294,firstname_mom_294,firstname_sitter_294,lastname_dad_294,lastname_mom_294,lastname_sitter_294,Bangkok,Bangkok,"Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak","Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak",10500,10500,dad_email_294,mom_email_294,+66,+66,,+66 81 999 9999_dad294,+66 081 888 8888_mom294,+66 081 777 7777_sitter294,,
1471S4105,Kid_lastname_295,Kid_name_295,8,F,P-3,firstname_dad_295,firstname_mom_295,firstname_sitter_295,lastname_dad_295,lastname_mom_295,lastname_sitter_295,Bangkok,Bangkok,"Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak","Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak",10500,10500,dad_email_295,mom_email_295,+66,+66,,+66 81 999 9999_dad295,+66 081 888 8888_mom295,+66 081 777 7777_sitter295,,
14247,Kid_lastname_296,Kid_name_296,8,M,P-3,firstname_dad_296,firstname_mom_296,firstname_sitter_296,lastname_dad_296,lastname_mom_296,lastname_sitter_296,Bangkok,Bangkok,"Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak","Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak",10500,10500,dad_email_296,mom_email_296,+66,+66,,+66 81 999 9999_dad296,+66 081 888 8888_mom296,+66 081 777 7777_sitter296,,
14581,Kid_lastname_297,Kid_name_297,8,F,P-3,firstname_dad_297,firstname_mom_297,firstname_sitter_297,lastname_dad_297,lastname_mom_297,lastname_sitter_297,Bangkok,Bangkok,"Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak","Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak",10500,10500,dad_email_297,mom_email_297,+66,+66,,+66 81 999 9999_dad297,+66 081 888 8888_mom297,+66 081 777 7777_sitter297,,
14157,Kid_lastname_298,Kid_name_298,8,M,P-3,firstname_dad_298,firstname_mom_298,firstname_sitter_298,lastname_dad_298,lastname_mom_298,lastname_sitter_298,Bangkok,Bangkok,"Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak","Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak",10500,10500,dad_email_298,mom_email_298,+66,+66,,+66 81 999 9999_dad298,+66 081 888 8888_mom298,+66 081 777 7777_sitter298,,
12676,Kid_lastname_299,Kid_name_299,8,M,P-3,firstname_dad_299,firstname_mom_299,firstname_sitter_299,lastname_dad_299,lastname_mom_299,lastname_sitter_299,Bangkok,Bangkok,"Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak","Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak",10500,10500,dad_email_299,mom_email_299,+66,+66,,+66 81 999 9999_dad299,+66 081 888 8888_mom299,+66 081 777 7777_sitter299,,
14751,Kid_lastname_30,Kid_name_30,4,F,K-2,firstname_dad_30,firstname_mom_30,firstname_sitter_30,lastname_dad_30,lastname_mom_30,lastname_sitter_30,Bangkok,Bangkok,"Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak","Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak",10500,10500,dad_email_30,mom_email_30,+66,+66,,+66 81 999 9999_dad30,+66 081 888 8888_mom30,+66 081 777 7777_sitter30,,
12222,Kid_lastname_300,Kid_name_300,8,M,P-3,firstname_dad_300,firstname_mom_300,firstname_sitter_300,lastname_dad_300,lastname_mom_300,lastname_sitter_300,Bangkok,Bangkok,"Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak","Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak",10500,10500,dad_email_300,mom_email_300,+66,+66,,+66 81 999 9999_dad300,+66 081 888 8888_mom300,+66 081 777 7777_sitter300,,
13442,Kid_lastname_301,Kid_name_301,8,M,P-3,firstname_dad_301,firstname_mom_301,firstname_sitter_301,lastname_dad_301,lastname_mom_301,lastname_sitter_301,Bangkok,Bangkok,"Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak","Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak",10500,10500,dad_email_301,mom_email_301,+66,+66,,+66 81 999 9999_dad301,+66 081 888 8888_mom301,+66 081 777 7777_sitter301,,
14371,Kid_lastname_302,Kid_name_302,8,M,P-3,firstname_dad_302,firstname_mom_302,firstname_sitter_302,lastname_dad_302,lastname_mom_302,lastname_sitter_302,Bangkok,Bangkok,"Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak","Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak",10500,10500,dad_email_302,mom_email_302,+66,+66,,+66 81 999 9999_dad302,+66 081 888 8888_mom302,+66 081 777 7777_sitter302,,
327S5829,Kid_lastname_303,Kid_name_303,8,F,P-3,firstname_dad_303,firstname_mom_303,firstname_sitter_303,lastname_dad_303,lastname_mom_303,lastname_sitter_303,Bangkok,Bangkok,"Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak","Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak",10500,10500,dad_email_303,mom_email_303,+66,+66,,+66 81 999 9999_dad303,+66 081 888 8888_mom303,+66 081 777 7777_sitter303,,
12771,Kid_lastname_304,Kid_name_304,8,M,P-3,firstname_dad_304,firstname_mom_304,firstname_sitter_304,lastname_dad_304,lastname_mom_304,lastname_sitter_304,Bangkok,Bangkok,"Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak","Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak",10500,10500,dad_email_304,mom_email_304,+66,+66,,+66 81 999 9999_dad304,+66 081 888 8888_mom304,+66 081 777 7777_sitter304,,
325S3659,Kid_lastname_305,Kid_name_305,8,F,P-3,firstname_dad_305,firstname_mom_305,firstname_sitter_305,lastname_dad_305,lastname_mom_305,lastname_sitter_305,Bangkok,Bangkok,"Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak","Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak",10500,10500,dad_email_305,mom_email_305,+66,+66,,+66 81 999 9999_dad305,+66 081 888 8888_mom305,+66 081 777 7777_sitter305,,
14496,Kid_lastname_306,Kid_name_306,8,M,P-3,firstname_dad_306,firstname_mom_306,firstname_sitter_306,lastname_dad_306,lastname_mom_306,lastname_sitter_306,Bangkok,Bangkok,"Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak","Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak",10500,10500,dad_email_306,mom_email_306,+66,+66,,+66 81 999 9999_dad306,+66 081 888 8888_mom306,+66 081 777 7777_sitter306,,
14010,Kid_lastname_307,Kid_name_307,8,M,P-3,firstname_dad_307,firstname_mom_307,firstname_sitter_307,lastname_dad_307,lastname_mom_307,lastname_sitter_307,Bangkok,Bangkok,"Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak","Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak",10500,10500,dad_email_307,mom_email_307,+66,+66,,+66 81 999 9999_dad307,+66 081 888 8888_mom307,+66 081 777 7777_sitter307,,
1374S4000,Kid_lastname_308,Kid_name_308,8,M,P-3,firstname_dad_308,firstname_mom_308,firstname_sitter_308,lastname_dad_308,lastname_mom_308,lastname_sitter_308,Bangkok,Bangkok,"Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak","Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak",10500,10500,dad_email_308,mom_email_308,+66,+66,,+66 81 999 9999_dad308,+66 081 888 8888_mom308,+66 081 777 7777_sitter308,,
13703,Kid_lastname_309,Kid_name_309,8,M,P-3,firstname_dad_309,firstname_mom_309,firstname_sitter_309,lastname_dad_309,lastname_mom_309,lastname_sitter_309,Bangkok,Bangkok,"Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak","Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak",10500,10500,dad_email_309,mom_email_309,+66,+66,,+66 81 999 9999_dad309,+66 081 888 8888_mom309,+66 081 777 7777_sitter309,,
934S3442,Kid_lastname_31,Kid_name_31,4,F,K-2,firstname_dad_31,firstname_mom_31,firstname_sitter_31,lastname_dad_31,lastname_mom_31,lastname_sitter_31,Bangkok,Bangkok,"Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak","Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak",10500,10500,dad_email_31,mom_email_31,+66,+66,,+66 81 999 9999_dad31,+66 081 888 8888_mom31,+66 081 777 7777_sitter31,,
803S3029,Kid_lastname_310,Kid_name_310,8,F,P-3,firstname_dad_310,firstname_mom_310,firstname_sitter_310,lastname_dad_310,lastname_mom_310,lastname_sitter_310,Bangkok,Bangkok,"Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak","Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak",10500,10500,dad_email_310,mom_email_310,+66,+66,,+66 81 999 9999_dad310,+66 081 888 8888_mom310,+66 081 777 7777_sitter310,,
1788S4475,Kid_lastname_311,Kid_name_311,8,F,P-3,firstname_dad_311,firstname_mom_311,firstname_sitter_311,lastname_dad_311,lastname_mom_311,lastname_sitter_311,Bangkok,Bangkok,"Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak","Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak",10500,10500,dad_email_311,mom_email_311,+66,+66,,+66 81 999 9999_dad311,+66 081 888 8888_mom311,+66 081 777 7777_sitter311,,
14635,Kid_lastname_312,Kid_name_312,8,F,P-3,firstname_dad_312,firstname_mom_312,firstname_sitter_312,lastname_dad_312,lastname_mom_312,lastname_sitter_312,Bangkok,Bangkok,"Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak","Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak",10500,10500,dad_email_312,mom_email_312,+66,+66,,+66 81 999 9999_dad312,+66 081 888 8888_mom312,+66 081 777 7777_sitter312,,
14636,Kid_lastname_313,Kid_name_313,8,F,P-3,firstname_dad_313,firstname_mom_313,firstname_sitter_313,lastname_dad_313,lastname_mom_313,lastname_sitter_313,Bangkok,Bangkok,"Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak","Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak",10500,10500,dad_email_313,mom_email_313,+66,+66,,+66 81 999 9999_dad313,+66 081 888 8888_mom313,+66 081 777 7777_sitter313,,
2278S5171,Kid_lastname_314,Kid_name_314,8,F,P-3,firstname_dad_314,firstname_mom_314,firstname_sitter_314,lastname_dad_314,lastname_mom_314,lastname_sitter_314,Bangkok,Bangkok,"Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak","Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak",10500,10500,dad_email_314,mom_email_314,+66,+66,,+66 81 999 9999_dad314,+66 081 888 8888_mom314,+66 081 777 7777_sitter314,,
2278S5170,Kid_lastname_315,Kid_name_315,8,F,P-3,firstname_dad_315,firstname_mom_315,firstname_sitter_315,lastname_dad_315,lastname_mom_315,lastname_sitter_315,Bangkok,Bangkok,"Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak","Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak",10500,10500,dad_email_315,mom_email_315,+66,+66,,+66 81 999 9999_dad315,+66 081 888 8888_mom315,+66 081 777 7777_sitter315,,
2336S5671,Kid_lastname_316,Kid_name_316,8,F,P-3,firstname_dad_316,firstname_mom_316,firstname_sitter_316,lastname_dad_316,lastname_mom_316,lastname_sitter_316,Bangkok,Bangkok,"Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak","Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak",10500,10500,dad_email_316,mom_email_316,+66,+66,,+66 81 999 9999_dad316,+66 081 888 8888_mom316,+66 081 777 7777_sitter316,,
2336S5672,Kid_lastname_317,Kid_name_317,8,F,P-3,firstname_dad_317,firstname_mom_317,firstname_sitter_317,lastname_dad_317,lastname_mom_317,lastname_sitter_317,Bangkok,Bangkok,"Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak","Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak",10500,10500,dad_email_317,mom_email_317,+66,+66,,+66 81 999 9999_dad317,+66 081 888 8888_mom317,+66 081 777 7777_sitter317,,
13936,Kid_lastname_318,Kid_name_318,8,M,P-3,firstname_dad_318,firstname_mom_318,firstname_sitter_318,lastname_dad_318,lastname_mom_318,lastname_sitter_318,Bangkok,Bangkok,"Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak","Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak",10500,10500,dad_email_318,mom_email_318,+66,+66,,+66 81 999 9999_dad318,+66 081 888 8888_mom318,+66 081 777 7777_sitter318,,
326S4779,Kid_lastname_319,Kid_name_319,8,F,P-3,firstname_dad_319,firstname_mom_319,firstname_sitter_319,lastname_dad_319,lastname_mom_319,lastname_sitter_319,Bangkok,Bangkok,"Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak","Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak",10500,10500,dad_email_319,mom_email_319,+66,+66,,+66 81 999 9999_dad319,+66 081 888 8888_mom319,+66 081 777 7777_sitter319,,
14762,Kid_lastname_32,Kid_name_32,4,F,K-2,firstname_dad_32,firstname_mom_32,firstname_sitter_32,lastname_dad_32,lastname_mom_32,lastname_sitter_32,Bangkok,Bangkok,"Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak","Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak",10500,10500,dad_email_32,mom_email_32,+66,+66,,+66 81 999 9999_dad32,+66 081 888 8888_mom32,+66 081 777 7777_sitter32,,
2848S6395,Kid_lastname_320,Kid_name_320,8,F,P-3,firstname_dad_320,firstname_mom_320,firstname_sitter_320,lastname_dad_320,lastname_mom_320,lastname_sitter_320,Bangkok,Bangkok,"Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak","Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak",10500,10500,dad_email_320,mom_email_320,+66,+66,,+66 81 999 9999_dad320,+66 081 888 8888_mom320,+66 081 777 7777_sitter320,,
14126,Kid_lastname_321,Kid_name_321,8,M,P-3,firstname_dad_321,firstname_mom_321,firstname_sitter_321,lastname_dad_321,lastname_mom_321,lastname_sitter_321,Bangkok,Bangkok,"Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak","Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak",10500,10500,dad_email_321,mom_email_321,+66,+66,,+66 81 999 9999_dad321,+66 081 888 8888_mom321,+66 081 777 7777_sitter321,,
14487,Kid_lastname_322,Kid_name_322,8,M,P-3,firstname_dad_322,firstname_mom_322,firstname_sitter_322,lastname_dad_322,lastname_mom_322,lastname_sitter_322,Bangkok,Bangkok,"Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak","Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak",10500,10500,dad_email_322,mom_email_322,+66,+66,,+66 81 999 9999_dad322,+66 081 888 8888_mom322,+66 081 777 7777_sitter322,,
2086S4872,Kid_lastname_323,Kid_name_323,8,F,P-3,firstname_dad_323,firstname_mom_323,firstname_sitter_323,lastname_dad_323,lastname_mom_323,lastname_sitter_323,Bangkok,Bangkok,"Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak","Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak",10500,10500,dad_email_323,mom_email_323,+66,+66,,+66 81 999 9999_dad323,+66 081 888 8888_mom323,+66 081 777 7777_sitter323,,
14448,Kid_lastname_324,Kid_name_324,8,M,P-3,firstname_dad_324,firstname_mom_324,firstname_sitter_324,lastname_dad_324,lastname_mom_324,lastname_sitter_324,Bangkok,Bangkok,"Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak","Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak",10500,10500,dad_email_324,mom_email_324,+66,+66,,+66 81 999 9999_dad324,+66 081 888 8888_mom324,+66 081 777 7777_sitter324,,
473S5641,Kid_lastname_325,Kid_name_325,8,F,P-3,firstname_dad_325,firstname_mom_325,firstname_sitter_325,lastname_dad_325,lastname_mom_325,lastname_sitter_325,Bangkok,Bangkok,"Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak","Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak",10500,10500,dad_email_325,mom_email_325,+66,+66,,+66 81 999 9999_dad325,+66 081 888 8888_mom325,+66 081 777 7777_sitter325,,
473S5642,Kid_lastname_326,Kid_name_326,8,F,P-3,firstname_dad_326,firstname_mom_326,firstname_sitter_326,lastname_dad_326,lastname_mom_326,lastname_sitter_326,Bangkok,Bangkok,"Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak","Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak",10500,10500,dad_email_326,mom_email_326,+66,+66,,+66 81 999 9999_dad326,+66 081 888 8888_mom326,+66 081 777 7777_sitter326,,
12389,Kid_lastname_327,Kid_name_327,8,M,P-3,firstname_dad_327,firstname_mom_327,firstname_sitter_327,lastname_dad_327,lastname_mom_327,lastname_sitter_327,Bangkok,Bangkok,"Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak","Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak",10500,10500,dad_email_327,mom_email_327,+66,+66,,+66 81 999 9999_dad327,+66 081 888 8888_mom327,+66 081 777 7777_sitter327,,
14570,Kid_lastname_328,Kid_name_328,8,F,P-3,firstname_dad_328,firstname_mom_328,firstname_sitter_328,lastname_dad_328,lastname_mom_328,lastname_sitter_328,Bangkok,Bangkok,"Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak","Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak",10500,10500,dad_email_328,mom_email_328,+66,+66,,+66 81 999 9999_dad328,+66 081 888 8888_mom328,+66 081 777 7777_sitter328,,
14571,Kid_lastname_329,Kid_name_329,8,F,P-3,firstname_dad_329,firstname_mom_329,firstname_sitter_329,lastname_dad_329,lastname_mom_329,lastname_sitter_329,Bangkok,Bangkok,"Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak","Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak",10500,10500,dad_email_329,mom_email_329,+66,+66,,+66 81 999 9999_dad329,+66 081 888 8888_mom329,+66 081 777 7777_sitter329,,
804S3036,Kid_lastname_33,Kid_name_33,4,F,K-2,firstname_dad_33,firstname_mom_33,firstname_sitter_33,lastname_dad_33,lastname_mom_33,lastname_sitter_33,Bangkok,Bangkok,"Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak","Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak",10500,10500,dad_email_33,mom_email_33,+66,+66,,+66 81 999 9999_dad33,+66 081 888 8888_mom33,+66 081 777 7777_sitter33,,
14572,Kid_lastname_330,Kid_name_330,8,F,P-3,firstname_dad_330,firstname_mom_330,firstname_sitter_330,lastname_dad_330,lastname_mom_330,lastname_sitter_330,Bangkok,Bangkok,"Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak","Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak",10500,10500,dad_email_330,mom_email_330,+66,+66,,+66 81 999 9999_dad330,+66 081 888 8888_mom330,+66 081 777 7777_sitter330,,
14573,Kid_lastname_331,Kid_name_331,8,F,P-3,firstname_dad_331,firstname_mom_331,firstname_sitter_331,lastname_dad_331,lastname_mom_331,lastname_sitter_331,Bangkok,Bangkok,"Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak","Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak",10500,10500,dad_email_331,mom_email_331,+66,+66,,+66 81 999 9999_dad331,+66 081 888 8888_mom331,+66 081 777 7777_sitter331,,
14127,Kid_lastname_332,Kid_name_332,8,M,P-3,firstname_dad_332,firstname_mom_332,firstname_sitter_332,lastname_dad_332,lastname_mom_332,lastname_sitter_332,Bangkok,Bangkok,"Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak","Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak",10500,10500,dad_email_332,mom_email_332,+66,+66,,+66 81 999 9999_dad332,+66 081 888 8888_mom332,+66 081 777 7777_sitter332,,
13707,Kid_lastname_333,Kid_name_333,8,M,P-3,firstname_dad_333,firstname_mom_333,firstname_sitter_333,lastname_dad_333,lastname_mom_333,lastname_sitter_333,Bangkok,Bangkok,"Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak","Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak",10500,10500,dad_email_333,mom_email_333,+66,+66,,+66 81 999 9999_dad333,+66 081 888 8888_mom333,+66 081 777 7777_sitter333,,
